,nome,sexo,nascimento,documento,tipo_documento
626,IZIXDGSKARWWWJIBDCEDAQFLXJGSNUDCZBAXZUGAHCXDKBEFLI,M,1979-04-17,053071676544954,A
626,IZIXDGSKARWWWJIBDCEDAQFLXJGSNUDCZBAXZUGAHCXDKBEFLI,M,1979-04-17,535291165827651,F
627,IZIXDGSKARWWWJIBDCEDAQFLXJGSNUDCZBAXZUGAHCXDKBEFLI,M,1979-04-17,091199182829737,B
627,IZIXDGSKARWWWJIBDCEDAQFLXJGSNUDCZBAXZUGAHCXDKBEFLI,M,1979-04-17,580277316105106,E
628,DSQTVZPDQNJCKEZYRHTUOJWABXOCIIRFNPFNIZUQJCCQBKYMFM,M,1982-09-01,829719116567672,A
629,SAZQBJHLOQYAOMDDQOSAAYROPDIVTXKXTIQQTFSXHNNMKRNHGC,M,1983-12-07,147777914163115,A
630,SAZQBJHLOQYAOMDDQOSAAYROPDIVTXKXTIQQTFSXHNNMKRNHGC,M,1983-12-07,779987724852908,B
631,XDDKYFUDJPLZKCGPBWRAMHYAAQZICVRRDHSTBILYOOUAZOYFYC,F,1988-01-08,007945462380207,A
631,XDDKYFUDJPLZKCGPBWRAMHYAAQZICVRRDHSTBILYOOUAZOYFYC,F,1988-01-08,706052390226921,D
633,OFYAILNZSTSBGISXQZQYQGPUXAUFNMEBHHHBXXUWIQULDCAFQD,M,1986-02-05,651895670288003,A
634,OFYAILNZSTSBGISXQZQYQGPUXAUFNMEBHHHBXXUWIQULDCAFQD,M,1986-02-05,794355540650060,B
636,ZEWBTWUDFWDMLTJZJZKVOTAZVPDOVBUIICHZNCVTLNYRULELVZ,F,2001-10-04,614581573504615,A
637,ZEWBTWUDFWDMLTJZJZKVOTAZVPDOVBUIICHZNCVTLNYRULELVZ,F,2001-10-04,016019450363622,B
639,ROMHMBWBTHDTLQFITBLARFZIVBZDUPGJUJYDWOXJLOXDPPIRPB,M,2000-03-26,741256432128724,B
640,SXPRMDPZKROYXYYCMSKQUBOTBQUQLQZVKRBNWNYBGAVYORGOTW,F,2006-12-01,278267853606202,A
640,SXPRMDPZKROYXYYCMSKQUBOTBQUQLQZVKRBNWNYBGAVYORGOTW,F,2006-12-01,643985910742499,E
641,SXPRMDPZKROYXYYCMSKQUBOTBQUQLQZVKRBNWNYBGAVYORGOTW,F,2006-12-01,530086164690717,B
641,SXPRMDPZKROYXYYCMSKQUBOTBQUQLQZVKRBNWNYBGAVYORGOTW,F,2006-12-01,781348649499149,F
642,UEVIWOIZBZBRMNHONRHGZLMRSQLPFUNSMFDQLYEBGVPFHCUMRQ,F,1972-05-15,049756232263682,A
642,UEVIWOIZBZBRMNHONRHGZLMRSQLPFUNSMFDQLYEBGVPFHCUMRQ,F,1972-05-15,626773589327733,E
644,HDNVDHHFGBWEHNUWNDQRWRSKWSYLOLQKXMJRPYVYZJXUEXQNDI,M,1989-02-09,040633305028693,B
645,XCLRLCNNLVEQOZNTFCKFYNSBWUMRSVXTYGLDBRHQVWPLQBOZPO,M,1985-10-02,961539814894408,A
646,XCLRLCNNLVEQOZNTFCKFYNSBWUMRSVXTYGLDBRHQVWPLQBOZPO,M,1985-10-02,264429469236409,B
647,WFQNLTJYDJVHCKNVVHFPSXIKLAMMOAUHZVZXQGJLJLNDTKXBVJ,M,1995-09-16,020979428600391,A
648,SSPXIYSTFYJMJXMFJLHGCNDKZWHLNEAGXFXEEQHCSAVWMHWCNI,F,1989-02-13,448959979502595,A
649,SSPXIYSTFYJMJXMFJLHGCNDKZWHLNEAGXFXEEQHCSAVWMHWCNI,F,1989-02-13,835367860516359,B
649,SSPXIYSTFYJMJXMFJLHGCNDKZWHLNEAGXFXEEQHCSAVWMHWCNI,F,1989-02-13,149507029518199,D
650,LJDEKPWJLOLWBUNQPSKHHGQMHIFTRKZNPZMDOWDTSRREMXUJKI,F,1984-11-02,569772922516786,A
651,LJDEKPWJLOLWBUNQPSKHHGQMHIFTRKZNPZMDOWDTSRREMXUJKI,F,1984-11-02,355074182321420,B
652,LVXWZVDZJVTFGCQXXASTLMZCENVDDQJSQZRPGAZIFMZHLHDDYH,F,2006-10-02,960752698733158,A
653,CFRMZKXLGHLDASPZSATHJBRYQSDCDHGNNOSXIQZGWMXFSVTGPB,M,1999-10-16,019444926030978,A
653,CFRMZKXLGHLDASPZSATHJBRYQSDCDHGNNOSXIQZGWMXFSVTGPB,M,1999-10-16,681270761778523,D
654,CFRMZKXLGHLDASPZSATHJBRYQSDCDHGNNOSXIQZGWMXFSVTGPB,M,1999-10-16,580530684250917,B
655,IOXWZRRPKLYADOAYFFFWVVGWNKJUUHAAIFQHFSQWGHDMMCGZQK,M,1991-02-04,090795014292943,A
656,BQQCTQTGLFOCJDEYVVXQCMFBLBTDHTOUNAUQAJRBUXDVPZGYMN,M,1996-03-11,875769143503743,A
656,BQQCTQTGLFOCJDEYVVXQCMFBLBTDHTOUNAUQAJRBUXDVPZGYMN,M,1996-03-11,676056251120861,E
657,BQQCTQTGLFOCJDEYVVXQCMFBLBTDHTOUNAUQAJRBUXDVPZGYMN,M,1996-03-11,196005964189716,B
660,JTBYUUGMLEENUDHDIXZLHHSWJGCYKMUXEWOYLKUDRCJPOLVJOK,M,1975-01-05,806727769136837,A
661,JTBYUUGMLEENUDHDIXZLHHSWJGCYKMUXEWOYLKUDRCJPOLVJOK,M,1975-01-05,921461040738459,B
662,XDCXFUMYALSOPAKUZTRXMBNMLSLHYWEOHWUBXVZHFTTIASPAWU,M,1971-02-27,261862430249963,A
662,XDCXFUMYALSOPAKUZTRXMBNMLSLHYWEOHWUBXVZHFTTIASPAWU,M,1971-02-27,788937579893490,D
663,VFIRJMKQUIDVUMUUBZSUJFBAAFUEYLCBBNXXIIGPOKCVVESMMK,F,1998-12-29,827307892904495,A
665,UQGXIOGBKGUIZRBNLIMTTVIDCZVFPQPNNQOKKWIBTJGMYCAUYG,M,1981-06-20,025861447152011,B
668,ONLCUHQLQQCROFYNIYQUEQHDURPZXZEKROYMTGGHHVQNBQESZL,M,1977-11-30,612049007912465,B
668,ONLCUHQLQQCROFYNIYQUEQHDURPZXZEKROYMTGGHHVQNBQESZL,M,1977-11-30,311364156330350,E
669,RIWZHEBMABAWTMOARRADIYDUNYBCCMLEETKQPIXIPWOOBDTXJF,F,1995-03-15,255979133512420,A
670,GJLLLUUBHDZGQIKXPJUEGALOEFXYCIUNWCWPHJENAVXPYJGYYA,F,2008-01-30,300364981931115,A
671,GJLLLUUBHDZGQIKXPJUEGALOEFXYCIUNWCWPHJENAVXPYJGYYA,F,2008-01-30,623928484015952,B
672,SMUWLADXHQXMPJEYIBRONKNRRIOKWDXNQCQDDNNSOHHGBBGROI,F,2000-06-26,442693555683464,A
673,SMUWLADXHQXMPJEYIBRONKNRRIOKWDXNQCQDDNNSOHHGBBGROI,F,2000-06-26,029958069241756,B
675,EOMFCRVVVEZWLPSOWNHBLOUKMBYOGPZRANMLINOUKJUELLUNVZ,M,1988-05-06,785587200024653,B
676,BKNIEXOENBCSFPNGXUWEJDMFFCXDWIHHPAQUSIWRAXETZZTQGJ,M,1997-01-29,867781370881338,A
678,KLTRZIGSEGYCJUAMLWGEUZPNTCGYJKJXXVPNAYDESVPNTBOCBK,F,1992-04-14,364706113365788,A
680,ZIABGDOLKUABPRLXIQZBSYKRLZNICXOASVZGHIMBGZKWTXDKWV,F,1977-01-07,996586448452336,B
680,ZIABGDOLKUABPRLXIQZBSYKRLZNICXOASVZGHIMBGZKWTXDKWV,F,1977-01-07,727525089358106,E
681,FEKQLTYDIIHFZKRDPNSROOMAPETHMBQDYISMPFPBHOZZIHLFSR,F,2009-01-18,958767685748252,A
681,FEKQLTYDIIHFZKRDPNSROOMAPETHMBQDYISMPFPBHOZZIHLFSR,F,2009-01-18,005195904632304,F
682,FEKQLTYDIIHFZKRDPNSROOMAPETHMBQDYISMPFPBHOZZIHLFSR,F,2009-01-18,722668889862083,B
683,BETHWHSWIJMQHUXYEMAPSYYAUGZJBVCHYBEBPIUMJUIQNNBSDZ,M,1989-03-17,860675717734191,A
684,TNZREWQABKFTVNVMHNNOVZKGALVPVKIKNQABMLYGIVDRCXFAEA,F,1990-11-30,299839948614964,A
685,TNZREWQABKFTVNVMHNNOVZKGALVPVKIKNQABMLYGIVDRCXFAEA,F,1990-11-30,905589838825958,B
685,TNZREWQABKFTVNVMHNNOVZKGALVPVKIKNQABMLYGIVDRCXFAEA,F,1990-11-30,519610118392030,E
686,ZEXMULGYSNJYNWOGSFXXMVUFQZDIFIGLKLHPXQDIHCTJRACDBZ,F,1984-09-20,243012643661294,A
687,FTGMXMQPUZDJIJRLSNFXOFGUAGBLKZUUAUIXTHYRJNOPLVOAPE,F,1971-12-06,304855348659596,A
687,FTGMXMQPUZDJIJRLSNFXOFGUAGBLKZUUAUIXTHYRJNOPLVOAPE,F,1971-12-06,603730203281001,D
688,NUCSCOFYMXXQIADSUNPGKCPCABCRLUGYFYZGIBZWTTYBWJQLSP,F,2000-09-17,842386167841551,A
689,NUCSCOFYMXXQIADSUNPGKCPCABCRLUGYFYZGIBZWTTYBWJQLSP,F,2000-09-17,891895735308631,B
689,NUCSCOFYMXXQIADSUNPGKCPCABCRLUGYFYZGIBZWTTYBWJQLSP,F,2000-09-17,829399529936196,D
690,FESUJOFIITGEYKVJUYCYPLPTCDORLFELDBGOZFVAGEDYOYJDSA,F,1976-07-11,706097340750908,A
691,XSHUQRTQKCCIABBYYODYQYWCUVCSOVRFRZJMNATTOPCOWDOGMO,M,2007-09-23,827059140800718,A
691,XSHUQRTQKCCIABBYYODYQYWCUVCSOVRFRZJMNATTOPCOWDOGMO,M,2007-09-23,387923651098069,E
692,DJSCGQWHCZCAETEQTLFMDMDUMZYSWQURTRPZHQFBXSKUKADPHX,F,1976-02-21,539590358690768,A
694,VIBAILNCXUIVJFOQUSMSWITNWXFPUTRIMYFZOYUVLIWHAJZHVQ,F,2007-01-25,286654787353656,A
694,VIBAILNCXUIVJFOQUSMSWITNWXFPUTRIMYFZOYUVLIWHAJZHVQ,F,2007-01-25,322801651205971,D
695,VIBAILNCXUIVJFOQUSMSWITNWXFPUTRIMYFZOYUVLIWHAJZHVQ,F,2007-01-25,364579101745696,B
696,DLVUFXUTPJMBUIBDDEJWFGTCKCLHLOTSUCLONFWGZDEZEBDLSG,M,1984-06-19,459544651287168,A
696,DLVUFXUTPJMBUIBDDEJWFGTCKCLHLOTSUCLONFWGZDEZEBDLSG,M,1984-06-19,200322164059802,D
697,DLVUFXUTPJMBUIBDDEJWFGTCKCLHLOTSUCLONFWGZDEZEBDLSG,M,1984-06-19,137159950264021,B
698,QDAIAOWHJEEYOURRCIDTBFDPARCMNQJCBYOUHPEGBXWFORBGSY,M,1971-12-24,808705746223367,A
698,QDAIAOWHJEEYOURRCIDTBFDPARCMNQJCBYOUHPEGBXWFORBGSY,M,1971-12-24,640135158493095,D
701,JLQQHRBTQFXZLXBPVQPGPREAGWBESVXKURARGQSNIPWLAMLNEU,M,1983-03-21,594200421482584,B
703,TFJXWMADECSQGJGDXMZTWRPENUPTKGAEDQXYGSDWPKMGGVLBQU,M,2008-08-16,762484625145371,B
705,XSNAMHDTEPEYAHEYGNNJFGLTAKZTMKTIROTJLPGCCGUSDCYPGZ,F,1975-09-20,263953583785621,B
706,PACLONBUCTHEZHGCBKWQIZTWNEJUUEUUNQMJZAATJVGMJDWUHK,M,2009-07-02,309268152302618,A
708,YCWKACGSMIUIGCKZUVUVTUGAUMSZCHLIFHNBZYIPJOGGXOLMGC,M,2007-12-23,499883300885371,A
708,YCWKACGSMIUIGCKZUVUVTUGAUMSZCHLIFHNBZYIPJOGGXOLMGC,M,2007-12-23,307705605552648,D
710,YCRTVTWTBFGJWTDOZBCTQZDIAEFAZGPBVYRNNYYRDWVAKLZISS,F,1994-04-27,757840645800414,B
710,YCRTVTWTBFGJWTDOZBCTQZDIAEFAZGPBVYRNNYYRDWVAKLZISS,F,1994-04-27,455235825929201,D
711,CWTBZZVLXLOYQOGALGNAETKWZPGQKHLRFARBFIWPEMZJVSWNIK,M,1996-09-06,779321599198623,A
712,RGNFOHNJHTCYBWMXCWWGULYEZCDJUUBXVALRIRFXRPIBXAVUWU,F,1987-03-03,938803274186744,A
713,RGNFOHNJHTCYBWMXCWWGULYEZCDJUUBXVALRIRFXRPIBXAVUWU,F,1987-03-03,580823093766460,B
713,RGNFOHNJHTCYBWMXCWWGULYEZCDJUUBXVALRIRFXRPIBXAVUWU,F,1987-03-03,312712291489853,F
714,GKKLTPSELQTJGKTTPHGWQHZZQGVETFLDRMXAWGXYLTXYSGDRAZ,F,1975-08-27,017020355914993,A
714,GKKLTPSELQTJGKTTPHGWQHZZQGVETFLDRMXAWGXYLTXYSGDRAZ,F,1975-08-27,050985116737032,D
715,GKKLTPSELQTJGKTTPHGWQHZZQGVETFLDRMXAWGXYLTXYSGDRAZ,F,1975-08-27,875148088599090,B
715,GKKLTPSELQTJGKTTPHGWQHZZQGVETFLDRMXAWGXYLTXYSGDRAZ,F,1975-08-27,935976894396652,F
717,UTRYJKWQYTOSJENVOIFWCKMSTXGESYHNYKOJVGDVRNBTOHKZZT,F,1986-12-14,888990621680846,B
717,UTRYJKWQYTOSJENVOIFWCKMSTXGESYHNYKOJVGDVRNBTOHKZZT,F,1986-12-14,857321759842764,E
718,ALGAQAJKNCIKJAIWUQKLBFALCBOSTERFKULFMXMQRZSCJOOKET,F,1977-01-14,921722174053086,A
718,ALGAQAJKNCIKJAIWUQKLBFALCBOSTERFKULFMXMQRZSCJOOKET,F,1977-01-14,918671081673874,D
719,YKQHFTMVZDWGIMCXWAHJQUUIBQYENWWGSMLUPBJXHSIVOTQEVU,M,1987-01-01,913249053570912,A
720,OWHKGPMBZUVCXMKEXYJPPQYDWIMMALIEBCGBERLPMGEMZNEHPL,M,1971-05-09,544909559557670,A
721,OWHKGPMBZUVCXMKEXYJPPQYDWIMMALIEBCGBERLPMGEMZNEHPL,M,1971-05-09,659377823705988,B
721,OWHKGPMBZUVCXMKEXYJPPQYDWIMMALIEBCGBERLPMGEMZNEHPL,M,1971-05-09,168489595919118,F
722,UWBZJXJMMUXOSOPURKKFIIQPCCVQKLRBULHPFQCQZWATWEXQLW,M,2006-02-07,470470857957468,A
722,UWBZJXJMMUXOSOPURKKFIIQPCCVQKLRBULHPFQCQZWATWEXQLW,M,2006-02-07,905706381074082,F
724,RQARVKRQORSIGPODWBFRIKAFHUDVIUJLFIWRRBPTARSYSFLPFV,M,1979-06-21,234020051272043,B
724,RQARVKRQORSIGPODWBFRIKAFHUDVIUJLFIWRRBPTARSYSFLPFV,M,1979-06-21,391201671994236,D
726,AECAYUEPDKOSNBHTRBFACOBGHKRWEMERHPARIMXWRKVVELFVCP,M,1981-01-27,463686516925044,A
727,RPBJCVYDPJJEIBZDGWPIAKYJNEUDDCXHITADSTEEKOPYJJKABG,F,2003-11-18,076384747374788,A
728,RPBJCVYDPJJEIBZDGWPIAKYJNEUDDCXHITADSTEEKOPYJJKABG,F,2003-11-18,203965327776847,B
730,LXAASDCHGIQAGMGGXMMHSBCQKMEYRFWAKQWHUUUNMCMZMXAYYP,F,1975-04-17,836899841819550,B
730,LXAASDCHGIQAGMGGXMMHSBCQKMEYRFWAKQWHUUUNMCMZMXAYYP,F,1975-04-17,304031633220310,E
731,LEHKDENFCSUHCTOPLBJWFRAJRWKGTCGYDFUMCOMZOYGZEFMEPK,F,1977-12-22,420516943009130,A
732,AJRWGDTOYGFBWEHUCDZFDKTEPHIMKAQIJTQWLFDUJGGRQDWQLT,F,2001-09-11,977254479443209,A
732,AJRWGDTOYGFBWEHUCDZFDKTEPHIMKAQIJTQWLFDUJGGRQDWQLT,F,2001-09-11,021890070680767,E
733,TNTFTBXJAAXYKWPPCGAOYVBHLSWPLLVVWDHAGFPPBFFWTOPHYQ,M,1986-11-05,711368025460098,A
734,TNTFTBXJAAXYKWPPCGAOYVBHLSWPLLVVWDHAGFPPBFFWTOPHYQ,M,1986-11-05,220156247363512,B
735,XCVAWEQZVJRMKUPEXGQWVQLFHHXNEKOKPHAUZAAPRBAGRIGMBG,M,2006-01-20,908056320282333,A
736,PFQNYAQSVNNUJEVPAZDMKXHYXMBKVLZGUHWRSOGMIDVTGPLUOK,F,1995-09-17,340075651758361,A
737,PFQNYAQSVNNUJEVPAZDMKXHYXMBKVLZGUHWRSOGMIDVTGPLUOK,F,1995-09-17,888713332753730,B
738,SFATDCLZCBOULZNFLDIQFKYIMLIBEHLYGMNYUIJYOGFNSHLNZP,F,2002-11-03,970157870579886,A
739,JJMWWTEAAKWFQYKECVHETHRXDTJHSMTJHWULVWFRKOGDHAAQJD,F,1972-01-10,116997187279720,A
739,JJMWWTEAAKWFQYKECVHETHRXDTJHSMTJHWULVWFRKOGDHAAQJD,F,1972-01-10,712779020569993,D
740,JJMWWTEAAKWFQYKECVHETHRXDTJHSMTJHWULVWFRKOGDHAAQJD,F,1972-01-10,781075412550780,B
740,JJMWWTEAAKWFQYKECVHETHRXDTJHSMTJHWULVWFRKOGDHAAQJD,F,1972-01-10,047514452599433,E
741,TCNEGOVAMJYCVUUIHLJTXNQSOWNROTUNXLOVDPCDMBEFJNJMMX,M,2005-07-12,671074865904832,A
741,TCNEGOVAMJYCVUUIHLJTXNQSOWNROTUNXLOVDPCDMBEFJNJMMX,M,2005-07-12,625875481669454,E
743,POQJBIJYKFGXNFKQLQWZAHYORRPWNYECAHYZGSSPDDUHHRFRJI,F,1988-03-21,892366874598187,A
743,POQJBIJYKFGXNFKQLQWZAHYORRPWNYECAHYZGSSPDDUHHRFRJI,F,1988-03-21,616620308712666,F
744,VJZWBYFZEIVSPKHHDGWRXKMEEYSKZJFVWHGINMPZYXWBIMBBDD,M,1985-10-30,699191324622622,A
746,BNQBFDYEJDXXQXDWWMOZYLRTXMCPYCFMDWHTNKWARMHPYFQXOL,F,1993-11-11,006252456168529,B
747,OOBSMFURXYFBMBKRHNDMBVYOQEXTXGIOYYMVFFLYTWWYHENUWX,M,1980-05-26,373780407185812,A
748,WQTOFYKTBDDHJYYTWNAFSSHZAZVLZLSFLIUZLRVHCOIHUWOPYE,M,1977-02-15,768123475552544,A
749,RBIHWVTFFPCRNVZAGEUWVGMGUPZXHGGNWIOYSFCDSOKNFOXXXT,F,1988-06-24,327076677251992,A
750,LLDZQISGLEBEHZYPXKNRZNUOCVRVJDOHFINSNCVUFYERPXGBXX,M,1993-05-14,675844796359124,A
751,WUYTDUFFYYTOSXRMXJNELOKVULEXNEJKPHVDOLUWDFISQMGFKT,F,2001-07-05,672774703219028,A
751,WUYTDUFFYYTOSXRMXJNELOKVULEXNEJKPHVDOLUWDFISQMGFKT,F,2001-07-05,907328841980843,E
752,WUUYAIWOANRAWZZSFYABKVPLCWAKDRWFAVTYPOFFOOUNLZGUCU,F,2007-01-04,742954884313416,A
753,EJCIPBKTKOAXFLVEZTZCTAVFTTQDZVVCFUIQHVVQGWSPLTNOBW,F,1979-11-04,314069424627607,A
757,YDTMORNWQJJVPVRLPMGYWBDOYVXHUCYSXDGZIOHRJYAIHOLUQA,F,2000-06-26,236353496616936,B
759,RTOMMYTDAMXLVEQSDLVFECEVQXJWFCXKORSLRVHXZMQRLRJZGB,F,1992-10-12,696635201237656,A
759,RTOMMYTDAMXLVEQSDLVFECEVQXJWFCXKORSLRVHXZMQRLRJZGB,F,1992-10-12,901150464588761,F
761,RIPPADTNQXROFNTRGVQBYMNBIJTLJWDDZDJLKEHAOXZHCQPOGP,F,1977-08-13,949729184907768,A
768,AUMDWSPHQMKKQINVQFALXLEVLRDEWRCZUTYTHJNGBJWOURIJTT,F,1976-04-30,617981587402856,A
768,AUMDWSPHQMKKQINVQFALXLEVLRDEWRCZUTYTHJNGBJWOURIJTT,F,1976-04-30,071945626223419,E
769,GNEMVIRYWVAKJGTCJRSJBKWSYBXNUMDCZTPBVEDQKZVADMMFZD,M,1985-05-18,491542519762941,A
772,KKBHETYYIQXVTAKSVHPIWBTCUDXUSEMKKDBNNUULOKVSXJIFEW,M,2002-02-01,692832310282224,B
773,HBPVQUKEBXOPIOYHOTCPESYOURPQTPHJVJHTSGPGHBQGSDOGPC,F,1997-07-08,903240724738788,A
775,UTEYSLGPKWGHFZOELXXONJIEFEPUAUSBVFVWKPCUDBACGIHYXR,M,1992-10-15,496772477886754,B
776,FRDXCPLWBSDUVGLWSPDQDMCFNDYGMTTEOVRYPFKPFRYMEKJXYR,M,1998-10-09,316796157085523,A
776,FRDXCPLWBSDUVGLWSPDQDMCFNDYGMTTEOVRYPFKPFRYMEKJXYR,M,1998-10-09,918268909873442,D
777,EUUUUXKNKPCOJMNJRAZAPWSVBFYPTJXTEYUNHFUFWKZPGPZBID,M,2000-09-27,005395908792759,A
777,EUUUUXKNKPCOJMNJRAZAPWSVBFYPTJXTEYUNHFUFWKZPGPZBID,M,2000-09-27,408676339414005,D
778,EUUUUXKNKPCOJMNJRAZAPWSVBFYPTJXTEYUNHFUFWKZPGPZBID,M,2000-09-27,601700563553620,B
778,EUUUUXKNKPCOJMNJRAZAPWSVBFYPTJXTEYUNHFUFWKZPGPZBID,M,2000-09-27,165900772115214,F
779,UZXNIISOSTQTFCFXFTVJLKMQXUKDAJHPYKCGONRMQVZWWPVHXK,F,2003-08-25,762392027111213,A
780,TBDUQYFVNUUDGSRVDXCEFPPCVUZVARJUFNAUXNORSSVNJMOEOH,F,1980-11-10,491291687113271,A
780,TBDUQYFVNUUDGSRVDXCEFPPCVUZVARJUFNAUXNORSSVNJMOEOH,F,1980-11-10,509389666673153,E
781,TBDUQYFVNUUDGSRVDXCEFPPCVUZVARJUFNAUXNORSSVNJMOEOH,F,1980-11-10,266563811594135,B
782,EQGYRBDOGUBRQHNIWDWZFBHPZQJRJWRTBNLXYBJOSMOIJPXXCL,F,1984-11-24,782221415239818,A
782,EQGYRBDOGUBRQHNIWDWZFBHPZQJRJWRTBNLXYBJOSMOIJPXXCL,F,1984-11-24,431522638405127,F
783,BKGORMQJXPEEXTFEGUPTBHGQZUQJAUAHUHDJUHVTSGEEIQLGRB,F,2004-08-22,631074808438282,A
784,BKGORMQJXPEEXTFEGUPTBHGQZUQJAUAHUHDJUHVTSGEEIQLGRB,F,2004-08-22,305115540160781,B
784,BKGORMQJXPEEXTFEGUPTBHGQZUQJAUAHUHDJUHVTSGEEIQLGRB,F,2004-08-22,306160096964135,F
785,VYNRCYNZRSTYBSNDFLPDMBNBMUFFETEZNSMVHSALDRFCFWVOFR,F,2004-11-07,547760941066763,A
786,VYNRCYNZRSTYBSNDFLPDMBNBMUFFETEZNSMVHSALDRFCFWVOFR,F,2004-11-07,882429678134505,B
788,ZAONSJJXKRMRSPGELQYQNEARDYAYHQAHTOWHPOYLFSEGCRVIPW,F,1977-12-14,224502220561840,A
791,NTDGHVSSITKIHHZJNYGLRLCLUMRNIWZZUZBXWZXBPGEJFYAAWM,F,1985-07-22,333714412435995,A
792,ABGURUEANAJFCDUXPYNUQUQICRQPQAHLBPZGCXLLMSFIOPHREG,F,1986-08-24,014550119772053,A
792,ABGURUEANAJFCDUXPYNUQUQICRQPQAHLBPZGCXLLMSFIOPHREG,F,1986-08-24,493732790175218,F
793,ICBOKHQPUOPBGOCMJQTLSQSCNLTXPUSSFJCSLJRLCWJCQBMZDL,M,1980-09-30,039838814778904,A
797,VWKHTRYWCNFACXVLNJHEGCLWKPJUOAGKYKDADIXDTJZAIHKNLO,M,1996-05-25,385426220535846,A
798,VWKHTRYWCNFACXVLNJHEGCLWKPJUOAGKYKDADIXDTJZAIHKNLO,M,1996-05-25,478944442369995,B
799,YOSMMEPORWTAXBXDQNYQJBFXLTUHDEKJEBIZRSDPJMPZODGLTO,F,2007-01-17,570896409995344,A
799,YOSMMEPORWTAXBXDQNYQJBFXLTUHDEKJEBIZRSDPJMPZODGLTO,F,2007-01-17,209888046497952,F
804,EGMJMHETMURZZEQTLABBCNLDZYZBBVKSXNVYHLBPLSPTSSVMAW,F,2000-06-09,560194004855275,A
805,EGMJMHETMURZZEQTLABBCNLDZYZBBVKSXNVYHLBPLSPTSSVMAW,F,2000-06-09,381273329427508,B
805,EGMJMHETMURZZEQTLABBCNLDZYZBBVKSXNVYHLBPLSPTSSVMAW,F,2000-06-09,026871180429224,F
807,KRPGPRAHFFFWFEVCFHZFURXNVMYFKKYROWUZPFRAUJDNDKTCVR,F,1987-07-09,907678414718474,B
807,KRPGPRAHFFFWFEVCFHZFURXNVMYFKKYROWUZPFRAUJDNDKTCVR,F,1987-07-09,324293963925461,F
808,MMOJEZQJBQDVZDIBRGYZUHZSUAUVSIDJAWZUKCGJAIQTNIDXSW,F,1993-09-09,042877744232620,A
808,MMOJEZQJBQDVZDIBRGYZUHZSUAUVSIDJAWZUKCGJAIQTNIDXSW,F,1993-09-09,323260056717233,E
809,XLWUYZMEJILZUVESDAPFHLDQGMHUPUSXZGAXLNDACZMJSSREEK,F,2003-04-22,237766035029511,A
810,XLWUYZMEJILZUVESDAPFHLDQGMHUPUSXZGAXLNDACZMJSSREEK,F,2003-04-22,995142202338397,B
811,KEGPNXGUSZHSXRMWBJQKOQMBUKWWGNKTLLWYOQICHTMPZOQXIP,M,1980-12-03,595047086385759,A
811,KEGPNXGUSZHSXRMWBJQKOQMBUKWWGNKTLLWYOQICHTMPZOQXIP,M,1980-12-03,433808096435086,F
813,BFAGRKDPYFUHNMJARCVKUJMQNEMWWCHEPDTMKGWSJXVSWBKBDG,F,1973-02-22,184583144028331,A
814,LAMPHMRPYLCSEFMZMRLHRSVQSWJGLTJWDFUMIZTVKJQDWLVLYC,F,1988-01-28,772587212027880,A
815,LAMPHMRPYLCSEFMZMRLHRSVQSWJGLTJWDFUMIZTVKJQDWLVLYC,F,1988-01-28,884655493942902,B
816,QADQKCVQYVULFOTBDYEKTLRREGXQIRQRYXCPSDSWVKAREZBSJR,F,1974-04-30,303891284755651,A
816,QADQKCVQYVULFOTBDYEKTLRREGXQIRQRYXCPSDSWVKAREZBSJR,F,1974-04-30,474724499420171,F
817,XSIPJAVFSNNALPTZFDSBRGRHGZGJFJCWDGDPJQSXAMKRQYFXTU,M,1981-02-16,148885731132675,A
817,XSIPJAVFSNNALPTZFDSBRGRHGZGJFJCWDGDPJQSXAMKRQYFXTU,M,1981-02-16,048409618702167,E
818,XSIPJAVFSNNALPTZFDSBRGRHGZGJFJCWDGDPJQSXAMKRQYFXTU,M,1981-02-16,162803113519887,B
818,XSIPJAVFSNNALPTZFDSBRGRHGZGJFJCWDGDPJQSXAMKRQYFXTU,M,1981-02-16,821485643831201,D
819,VDZJJYIGHGYCFXPEHLQCVJWKEOJIAFHCZMOZAVPXGEPNYCSATO,F,2001-03-09,249616133752185,A
819,VDZJJYIGHGYCFXPEHLQCVJWKEOJIAFHCZMOZAVPXGEPNYCSATO,F,2001-03-09,929694379905937,D
821,DZULMBTYCGXLBWXMPYOXNCROLSEQNOKFAAMMPVEPKCGHEEFLJO,F,2009-08-20,649728134956626,B
822,AMHBFDTWHVTUWQLMBTDPDYRCTVVGFTELRUUVQEJJEZREWNBMPL,F,1998-06-04,480644068184529,A
823,AMHBFDTWHVTUWQLMBTDPDYRCTVVGFTELRUUVQEJJEZREWNBMPL,F,1998-06-04,732713108103003,B
825,CXCJILZXMEVPJSZUIAWYJGICIWFRZVUPFOCWIQLNYHNYTLJZEC,F,2009-08-13,704438007013375,B
825,CXCJILZXMEVPJSZUIAWYJGICIWFRZVUPFOCWIQLNYHNYTLJZEC,F,2009-08-13,583180414088015,D
828,WVRGNRSUPOIXCLPLGKFZVZUEWYWJCRZOXXDVSSINRARDLZXXTQ,M,1991-07-22,765544081576483,A
